,id,title
0,278,The Shawshank Redemption
1,238,The Godfather
2,240,The Godfather Part II
3,424,Schindler's List
4,389,12 Angry Men
5,19404,Dilwale Dulhania Le Jayenge
6,129,Spirited Away
7,155,The Dark Knight
8,496243,Parasite
9,497,The Green Mile
10,372058,Your Name.
11,680,Pulp Fiction
12,122,The Lord of the Rings: The Return of the King
13,13,Forrest Gump
14,429,"The Good, the Bad and the Ugly"
15,769,GoodFellas
16,346,Seven Samurai
17,12477,Grave of the Fireflies
18,637,Life Is Beautiful
19,11216,Cinema Paradiso
20,278,The Shawshank Redemption
21,238,The Godfather
22,240,The Godfather Part II
23,424,Schindler's List
24,389,12 Angry Men
25,19404,Dilwale Dulhania Le Jayenge
26,129,Spirited Away
27,155,The Dark Knight
28,496243,Parasite
29,497,The Green Mile
30,372058,Your Name.
31,680,Pulp Fiction
32,122,The Lord of the Rings: The Return of the King
33,13,Forrest Gump
34,429,"The Good, the Bad and the Ugly"
35,769,GoodFellas
36,346,Seven Samurai
37,12477,Grave of the Fireflies
38,637,Life Is Beautiful
39,11216,Cinema Paradiso
40,278,The Shawshank Redemption
41,238,The Godfather
42,240,The Godfather Part II
43,424,Schindler's List
44,389,12 Angry Men
45,19404,Dilwale Dulhania Le Jayenge
46,129,Spirited Away
47,155,The Dark Knight
48,496243,Parasite
49,497,The Green Mile
50,372058,Your Name.
51,680,Pulp Fiction
52,122,The Lord of the Rings: The Return of the King
53,13,Forrest Gump
54,429,"The Good, the Bad and the Ugly"
55,769,GoodFellas
56,346,Seven Samurai
57,12477,Grave of the Fireflies
58,637,Life Is Beautiful
59,11216,Cinema Paradiso
60,278,The Shawshank Redemption
61,238,The Godfather
62,240,The Godfather Part II
63,424,Schindler's List
64,389,12 Angry Men
65,19404,Dilwale Dulhania Le Jayenge
66,129,Spirited Away
67,155,The Dark Knight
68,496243,Parasite
69,497,The Green Mile
70,372058,Your Name.
71,680,Pulp Fiction
72,122,The Lord of the Rings: The Return of the King
73,13,Forrest Gump
74,429,"The Good, the Bad and the Ugly"
75,769,GoodFellas
76,346,Seven Samurai
77,12477,Grave of the Fireflies
78,637,Life Is Beautiful
79,11216,Cinema Paradiso
80,278,The Shawshank Redemption
81,238,The Godfather
82,240,The Godfather Part II
83,424,Schindler's List
84,389,12 Angry Men
85,19404,Dilwale Dulhania Le Jayenge
86,129,Spirited Away
87,155,The Dark Knight
88,496243,Parasite
89,497,The Green Mile
90,372058,Your Name.
91,680,Pulp Fiction
92,122,The Lord of the Rings: The Return of the King
93,13,Forrest Gump
94,429,"The Good, the Bad and the Ugly"
95,769,GoodFellas
96,346,Seven Samurai
97,12477,Grave of the Fireflies
98,637,Life Is Beautiful
99,11216,Cinema Paradiso
100,278,The Shawshank Redemption
101,238,The Godfather
102,240,The Godfather Part II
103,424,Schindler's List
104,389,12 Angry Men
105,19404,Dilwale Dulhania Le Jayenge
106,129,Spirited Away
107,155,The Dark Knight
108,496243,Parasite
109,497,The Green Mile
110,372058,Your Name.
111,680,Pulp Fiction
112,122,The Lord of the Rings: The Return of the King
113,13,Forrest Gump
114,429,"The Good, the Bad and the Ugly"
115,769,GoodFellas
116,346,Seven Samurai
117,12477,Grave of the Fireflies
118,637,Life Is Beautiful
119,11216,Cinema Paradiso
120,278,The Shawshank Redemption
121,238,The Godfather
122,240,The Godfather Part II
123,424,Schindler's List
124,389,12 Angry Men
125,19404,Dilwale Dulhania Le Jayenge
126,129,Spirited Away
127,155,The Dark Knight
128,496243,Parasite
129,497,The Green Mile
130,372058,Your Name.
131,680,Pulp Fiction
132,122,The Lord of the Rings: The Return of the King
133,13,Forrest Gump
134,429,"The Good, the Bad and the Ugly"
135,769,GoodFellas
136,346,Seven Samurai
137,12477,Grave of the Fireflies
138,637,Life Is Beautiful
139,11216,Cinema Paradiso
140,278,The Shawshank Redemption
141,238,The Godfather
142,240,The Godfather Part II
143,424,Schindler's List
144,389,12 Angry Men
145,19404,Dilwale Dulhania Le Jayenge
146,129,Spirited Away
147,155,The Dark Knight
148,496243,Parasite
149,497,The Green Mile
150,372058,Your Name.
151,680,Pulp Fiction
152,122,The Lord of the Rings: The Return of the King
153,13,Forrest Gump
154,429,"The Good, the Bad and the Ugly"
155,769,GoodFellas
156,346,Seven Samurai
157,12477,Grave of the Fireflies
158,637,Life Is Beautiful
159,11216,Cinema Paradiso
160,278,The Shawshank Redemption
161,238,The Godfather
162,240,The Godfather Part II
163,424,Schindler's List
164,389,12 Angry Men
165,19404,Dilwale Dulhania Le Jayenge
166,129,Spirited Away
167,155,The Dark Knight
168,496243,Parasite
169,497,The Green Mile
170,372058,Your Name.
171,680,Pulp Fiction
172,122,The Lord of the Rings: The Return of the King
173,13,Forrest Gump
174,429,"The Good, the Bad and the Ugly"
175,769,GoodFellas
176,346,Seven Samurai
177,12477,Grave of the Fireflies
178,637,Life Is Beautiful
179,11216,Cinema Paradiso
180,278,The Shawshank Redemption
181,238,The Godfather
182,240,The Godfather Part II
183,424,Schindler's List
184,389,12 Angry Men
185,19404,Dilwale Dulhania Le Jayenge
186,129,Spirited Away
187,155,The Dark Knight
188,496243,Parasite
189,497,The Green Mile
190,372058,Your Name.
191,680,Pulp Fiction
192,122,The Lord of the Rings: The Return of the King
193,13,Forrest Gump
194,429,"The Good, the Bad and the Ugly"
195,769,GoodFellas
196,346,Seven Samurai
197,12477,Grave of the Fireflies
198,637,Life Is Beautiful
199,11216,Cinema Paradiso
200,278,The Shawshank Redemption
201,238,The Godfather
202,240,The Godfather Part II
203,424,Schindler's List
204,389,12 Angry Men
205,19404,Dilwale Dulhania Le Jayenge
206,129,Spirited Away
207,155,The Dark Knight
208,496243,Parasite
209,497,The Green Mile
210,372058,Your Name.
211,680,Pulp Fiction
212,122,The Lord of the Rings: The Return of the King
213,13,Forrest Gump
214,429,"The Good, the Bad and the Ugly"
215,769,GoodFellas
216,346,Seven Samurai
217,12477,Grave of the Fireflies
218,637,Life Is Beautiful
219,11216,Cinema Paradiso
220,278,The Shawshank Redemption
221,238,The Godfather
222,240,The Godfather Part II
223,424,Schindler's List
224,389,12 Angry Men
225,19404,Dilwale Dulhania Le Jayenge
226,129,Spirited Away
227,155,The Dark Knight
228,496243,Parasite
229,497,The Green Mile
230,372058,Your Name.
231,680,Pulp Fiction
232,122,The Lord of the Rings: The Return of the King
233,13,Forrest Gump
234,429,"The Good, the Bad and the Ugly"
235,769,GoodFellas
236,346,Seven Samurai
237,12477,Grave of the Fireflies
238,637,Life Is Beautiful
239,11216,Cinema Paradiso
240,278,The Shawshank Redemption
241,238,The Godfather
242,240,The Godfather Part II
243,424,Schindler's List
244,389,12 Angry Men
245,19404,Dilwale Dulhania Le Jayenge
246,129,Spirited Away
247,155,The Dark Knight
248,496243,Parasite
249,497,The Green Mile
250,372058,Your Name.
251,680,Pulp Fiction
252,122,The Lord of the Rings: The Return of the King
253,13,Forrest Gump
254,429,"The Good, the Bad and the Ugly"
255,769,GoodFellas
256,346,Seven Samurai
257,12477,Grave of the Fireflies
258,637,Life Is Beautiful
259,11216,Cinema Paradiso
260,278,The Shawshank Redemption
261,238,The Godfather
262,240,The Godfather Part II
263,424,Schindler's List
264,389,12 Angry Men
265,19404,Dilwale Dulhania Le Jayenge
266,129,Spirited Away
267,155,The Dark Knight
268,496243,Parasite
269,497,The Green Mile
270,372058,Your Name.
271,680,Pulp Fiction
272,122,The Lord of the Rings: The Return of the King
273,13,Forrest Gump
274,429,"The Good, the Bad and the Ugly"
275,769,GoodFellas
276,346,Seven Samurai
277,12477,Grave of the Fireflies
278,637,Life Is Beautiful
279,11216,Cinema Paradiso
280,278,The Shawshank Redemption
281,238,The Godfather
282,240,The Godfather Part II
283,424,Schindler's List
284,389,12 Angry Men
285,19404,Dilwale Dulhania Le Jayenge
286,129,Spirited Away
287,155,The Dark Knight
288,496243,Parasite
289,497,The Green Mile
290,372058,Your Name.
291,680,Pulp Fiction
292,122,The Lord of the Rings: The Return of the King
293,13,Forrest Gump
294,429,"The Good, the Bad and the Ugly"
295,769,GoodFellas
296,346,Seven Samurai
297,12477,Grave of the Fireflies
298,637,Life Is Beautiful
299,11216,Cinema Paradiso
300,278,The Shawshank Redemption
301,238,The Godfather
302,240,The Godfather Part II
303,424,Schindler's List
304,389,12 Angry Men
305,19404,Dilwale Dulhania Le Jayenge
306,129,Spirited Away
307,155,The Dark Knight
308,496243,Parasite
309,497,The Green Mile
310,372058,Your Name.
311,680,Pulp Fiction
312,122,The Lord of the Rings: The Return of the King
313,13,Forrest Gump
314,429,"The Good, the Bad and the Ugly"
315,769,GoodFellas
316,346,Seven Samurai
317,12477,Grave of the Fireflies
318,637,Life Is Beautiful
319,11216,Cinema Paradiso
320,278,The Shawshank Redemption
321,238,The Godfather
322,240,The Godfather Part II
323,424,Schindler's List
324,389,12 Angry Men
325,19404,Dilwale Dulhania Le Jayenge
326,129,Spirited Away
327,155,The Dark Knight
328,496243,Parasite
329,497,The Green Mile
330,372058,Your Name.
331,680,Pulp Fiction
332,122,The Lord of the Rings: The Return of the King
333,13,Forrest Gump
334,429,"The Good, the Bad and the Ugly"
335,769,GoodFellas
336,346,Seven Samurai
337,12477,Grave of the Fireflies
338,637,Life Is Beautiful
339,11216,Cinema Paradiso
340,278,The Shawshank Redemption
341,238,The Godfather
342,240,The Godfather Part II
343,424,Schindler's List
344,389,12 Angry Men
345,19404,Dilwale Dulhania Le Jayenge
346,129,Spirited Away
347,155,The Dark Knight
348,496243,Parasite
349,497,The Green Mile
350,372058,Your Name.
351,680,Pulp Fiction
352,122,The Lord of the Rings: The Return of the King
353,13,Forrest Gump
354,429,"The Good, the Bad and the Ugly"
355,769,GoodFellas
356,346,Seven Samurai
357,12477,Grave of the Fireflies
358,637,Life Is Beautiful
359,11216,Cinema Paradiso
360,278,The Shawshank Redemption
361,238,The Godfather
362,240,The Godfather Part II
363,424,Schindler's List
364,389,12 Angry Men
365,19404,Dilwale Dulhania Le Jayenge
366,129,Spirited Away
367,155,The Dark Knight
368,496243,Parasite
369,497,The Green Mile
370,372058,Your Name.
371,680,Pulp Fiction
372,122,The Lord of the Rings: The Return of the King
373,13,Forrest Gump
374,429,"The Good, the Bad and the Ugly"
375,769,GoodFellas
376,346,Seven Samurai
377,12477,Grave of the Fireflies
378,637,Life Is Beautiful
379,11216,Cinema Paradiso
380,278,The Shawshank Redemption
381,238,The Godfather
382,240,The Godfather Part II
383,424,Schindler's List
384,389,12 Angry Men
385,19404,Dilwale Dulhania Le Jayenge
386,129,Spirited Away
387,155,The Dark Knight
388,496243,Parasite
389,497,The Green Mile
390,372058,Your Name.
391,680,Pulp Fiction
392,122,The Lord of the Rings: The Return of the King
393,13,Forrest Gump
394,429,"The Good, the Bad and the Ugly"
395,769,GoodFellas
396,346,Seven Samurai
397,12477,Grave of the Fireflies
398,637,Life Is Beautiful
399,11216,Cinema Paradiso
400,278,The Shawshank Redemption
401,238,The Godfather
402,240,The Godfather Part II
403,424,Schindler's List
404,389,12 Angry Men
405,19404,Dilwale Dulhania Le Jayenge
406,129,Spirited Away
407,155,The Dark Knight
408,496243,Parasite
409,497,The Green Mile
410,372058,Your Name.
411,680,Pulp Fiction
412,122,The Lord of the Rings: The Return of the King
413,13,Forrest Gump
414,429,"The Good, the Bad and the Ugly"
415,769,GoodFellas
416,346,Seven Samurai
417,12477,Grave of the Fireflies
418,637,Life Is Beautiful
419,11216,Cinema Paradiso
420,278,The Shawshank Redemption
421,238,The Godfather
422,240,The Godfather Part II
423,424,Schindler's List
424,389,12 Angry Men
425,19404,Dilwale Dulhania Le Jayenge
426,129,Spirited Away
427,155,The Dark Knight
428,496243,Parasite
429,497,The Green Mile
430,372058,Your Name.
431,680,Pulp Fiction
432,122,The Lord of the Rings: The Return of the King
433,13,Forrest Gump
434,429,"The Good, the Bad and the Ugly"
435,769,GoodFellas
436,346,Seven Samurai
437,12477,Grave of the Fireflies
438,637,Life Is Beautiful
439,11216,Cinema Paradiso
440,278,The Shawshank Redemption
441,238,The Godfather
442,240,The Godfather Part II
443,424,Schindler's List
444,389,12 Angry Men
445,19404,Dilwale Dulhania Le Jayenge
446,129,Spirited Away
447,155,The Dark Knight
448,496243,Parasite
449,497,The Green Mile
450,372058,Your Name.
451,680,Pulp Fiction
452,122,The Lord of the Rings: The Return of the King
453,13,Forrest Gump
454,429,"The Good, the Bad and the Ugly"
455,769,GoodFellas
456,346,Seven Samurai
457,12477,Grave of the Fireflies
458,637,Life Is Beautiful
459,11216,Cinema Paradiso
460,278,The Shawshank Redemption
461,238,The Godfather
462,240,The Godfather Part II
463,424,Schindler's List
464,389,12 Angry Men
465,19404,Dilwale Dulhania Le Jayenge
466,129,Spirited Away
467,155,The Dark Knight
468,496243,Parasite
469,497,The Green Mile
470,372058,Your Name.
471,680,Pulp Fiction
472,122,The Lord of the Rings: The Return of the King
473,13,Forrest Gump
474,429,"The Good, the Bad and the Ugly"
475,769,GoodFellas
476,346,Seven Samurai
477,12477,Grave of the Fireflies
478,637,Life Is Beautiful
479,11216,Cinema Paradiso
480,278,The Shawshank Redemption
481,238,The Godfather
482,240,The Godfather Part II
483,424,Schindler's List
484,389,12 Angry Men
485,19404,Dilwale Dulhania Le Jayenge
486,129,Spirited Away
487,155,The Dark Knight
488,496243,Parasite
489,497,The Green Mile
490,372058,Your Name.
491,680,Pulp Fiction
492,122,The Lord of the Rings: The Return of the King
493,13,Forrest Gump
494,429,"The Good, the Bad and the Ugly"
495,769,GoodFellas
496,346,Seven Samurai
497,12477,Grave of the Fireflies
498,637,Life Is Beautiful
499,11216,Cinema Paradiso
500,278,The Shawshank Redemption
501,238,The Godfather
502,240,The Godfather Part II
503,424,Schindler's List
504,389,12 Angry Men
505,19404,Dilwale Dulhania Le Jayenge
506,129,Spirited Away
507,155,The Dark Knight
508,496243,Parasite
509,497,The Green Mile
510,372058,Your Name.
511,680,Pulp Fiction
512,122,The Lord of the Rings: The Return of the King
513,13,Forrest Gump
514,429,"The Good, the Bad and the Ugly"
515,769,GoodFellas
516,346,Seven Samurai
517,12477,Grave of the Fireflies
518,637,Life Is Beautiful
519,11216,Cinema Paradiso
520,278,The Shawshank Redemption
521,238,The Godfather
522,240,The Godfather Part II
523,424,Schindler's List
524,389,12 Angry Men
525,19404,Dilwale Dulhania Le Jayenge
526,129,Spirited Away
527,155,The Dark Knight
528,496243,Parasite
529,497,The Green Mile
530,372058,Your Name.
531,680,Pulp Fiction
532,122,The Lord of the Rings: The Return of the King
533,13,Forrest Gump
534,429,"The Good, the Bad and the Ugly"
535,769,GoodFellas
536,346,Seven Samurai
537,12477,Grave of the Fireflies
538,637,Life Is Beautiful
539,11216,Cinema Paradiso
540,278,The Shawshank Redemption
541,238,The Godfather
542,240,The Godfather Part II
543,424,Schindler's List
544,389,12 Angry Men
545,19404,Dilwale Dulhania Le Jayenge
546,129,Spirited Away
547,155,The Dark Knight
548,496243,Parasite
549,497,The Green Mile
550,372058,Your Name.
551,680,Pulp Fiction
552,122,The Lord of the Rings: The Return of the King
553,13,Forrest Gump
554,429,"The Good, the Bad and the Ugly"
555,769,GoodFellas
556,346,Seven Samurai
557,12477,Grave of the Fireflies
558,637,Life Is Beautiful
559,11216,Cinema Paradiso
560,278,The Shawshank Redemption
561,238,The Godfather
562,240,The Godfather Part II
563,424,Schindler's List
564,389,12 Angry Men
565,19404,Dilwale Dulhania Le Jayenge
566,129,Spirited Away
567,155,The Dark Knight
568,496243,Parasite
569,497,The Green Mile
570,372058,Your Name.
571,680,Pulp Fiction
572,122,The Lord of the Rings: The Return of the King
573,13,Forrest Gump
574,429,"The Good, the Bad and the Ugly"
575,769,GoodFellas
576,346,Seven Samurai
577,12477,Grave of the Fireflies
578,637,Life Is Beautiful
579,11216,Cinema Paradiso
580,278,The Shawshank Redemption
581,238,The Godfather
582,240,The Godfather Part II
583,424,Schindler's List
584,389,12 Angry Men
585,19404,Dilwale Dulhania Le Jayenge
586,129,Spirited Away
587,155,The Dark Knight
588,496243,Parasite
589,497,The Green Mile
590,372058,Your Name.
591,680,Pulp Fiction
592,122,The Lord of the Rings: The Return of the King
593,13,Forrest Gump
594,429,"The Good, the Bad and the Ugly"
595,769,GoodFellas
596,346,Seven Samurai
597,12477,Grave of the Fireflies
598,637,Life Is Beautiful
599,11216,Cinema Paradiso
600,278,The Shawshank Redemption
601,238,The Godfather
602,240,The Godfather Part II
603,424,Schindler's List
604,389,12 Angry Men
605,19404,Dilwale Dulhania Le Jayenge
606,129,Spirited Away
607,155,The Dark Knight
608,496243,Parasite
609,497,The Green Mile
610,372058,Your Name.
611,680,Pulp Fiction
612,122,The Lord of the Rings: The Return of the King
613,13,Forrest Gump
614,429,"The Good, the Bad and the Ugly"
615,769,GoodFellas
616,346,Seven Samurai
617,12477,Grave of the Fireflies
618,637,Life Is Beautiful
619,11216,Cinema Paradiso
620,278,The Shawshank Redemption
621,238,The Godfather
622,240,The Godfather Part II
623,424,Schindler's List
624,389,12 Angry Men
625,19404,Dilwale Dulhania Le Jayenge
626,129,Spirited Away
627,155,The Dark Knight
628,496243,Parasite
629,497,The Green Mile
630,372058,Your Name.
631,680,Pulp Fiction
632,122,The Lord of the Rings: The Return of the King
633,13,Forrest Gump
634,429,"The Good, the Bad and the Ugly"
635,769,GoodFellas
636,346,Seven Samurai
637,12477,Grave of the Fireflies
638,637,Life Is Beautiful
639,11216,Cinema Paradiso
640,278,The Shawshank Redemption
641,238,The Godfather
642,240,The Godfather Part II
643,424,Schindler's List
644,389,12 Angry Men
645,19404,Dilwale Dulhania Le Jayenge
646,129,Spirited Away
647,155,The Dark Knight
648,496243,Parasite
649,497,The Green Mile
650,372058,Your Name.
651,680,Pulp Fiction
652,122,The Lord of the Rings: The Return of the King
653,13,Forrest Gump
654,429,"The Good, the Bad and the Ugly"
655,769,GoodFellas
656,346,Seven Samurai
657,12477,Grave of the Fireflies
658,637,Life Is Beautiful
659,11216,Cinema Paradiso
660,278,The Shawshank Redemption
661,238,The Godfather
662,240,The Godfather Part II
663,424,Schindler's List
664,389,12 Angry Men
665,19404,Dilwale Dulhania Le Jayenge
666,129,Spirited Away
667,155,The Dark Knight
668,496243,Parasite
669,497,The Green Mile
670,372058,Your Name.
671,680,Pulp Fiction
672,122,The Lord of the Rings: The Return of the King
673,13,Forrest Gump
